code,note,prj4,prj_method
5117,ETRS89 / NTM zone 17,+proj=tmerc +lat_0=58 +lon_0=17.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5118,ETRS89 / NTM zone 18,+proj=tmerc +lat_0=58 +lon_0=18.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5119,ETRS89 / NTM zone 19,+proj=tmerc +lat_0=58 +lon_0=19.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5120,ETRS89 / NTM zone 20,+proj=tmerc +lat_0=58 +lon_0=20.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5121,ETRS89 / NTM zone 21,+proj=tmerc +lat_0=58 +lon_0=21.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5122,ETRS89 / NTM zone 22,+proj=tmerc +lat_0=58 +lon_0=22.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5123,ETRS89 / NTM zone 23,+proj=tmerc +lat_0=58 +lon_0=23.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5124,ETRS89 / NTM zone 24,+proj=tmerc +lat_0=58 +lon_0=24.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5125,ETRS89 / NTM zone 25,+proj=tmerc +lat_0=58 +lon_0=25.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5126,ETRS89 / NTM zone 26,+proj=tmerc +lat_0=58 +lon_0=26.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5127,ETRS89 / NTM zone 27,+proj=tmerc +lat_0=58 +lon_0=27.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5128,ETRS89 / NTM zone 28,+proj=tmerc +lat_0=58 +lon_0=28.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5129,ETRS89 / NTM zone 29,+proj=tmerc +lat_0=58 +lon_0=29.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5130,ETRS89 / NTM zone 30,+proj=tmerc +lat_0=58 +lon_0=30.5 +k=1 +x_0=100000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5167,Korean 1985 / East Sea Belt,+proj=tmerc +lat_0=38 +lon_0=131 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5168,Korean 1985 / Central Belt Jeju,+proj=tmerc +lat_0=38 +lon_0=127 +k=1 +x_0=200000 +y_0=550000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5169,Tokyo 1892 / Korea West Belt,+proj=tmerc +lat_0=38 +lon_0=125 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5170,Tokyo 1892 / Korea Central Belt,+proj=tmerc +lat_0=38 +lon_0=127 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5171,Tokyo 1892 / Korea East Belt,+proj=tmerc +lat_0=38 +lon_0=129 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5172,Tokyo 1892 / Korea East Sea Belt,+proj=tmerc +lat_0=38 +lon_0=131 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5173,Korean 1985 / Modified West Belt,+proj=tmerc +lat_0=38 +lon_0=125.002890277778 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5174,Korean 1985 / Modified Central Belt,+proj=tmerc +lat_0=38 +lon_0=127.002890277778 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5175,Korean 1985 / Modified Central Belt Jeju,+proj=tmerc +lat_0=38 +lon_0=127.002890277778 +k=1 +x_0=200000 +y_0=550000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5176,Korean 1985 / Modified East Belt,+proj=tmerc +lat_0=38 +lon_0=129.002890277778 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5177,Korean 1985 / Modified East Sea Belt,+proj=tmerc +lat_0=38 +lon_0=131.002890277778 +k=1 +x_0=200000 +y_0=500000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5178,Korean 1985 / Unified CS,+proj=tmerc +lat_0=38 +lon_0=127.5 +k=0.9996 +x_0=1000000 +y_0=2000000 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5179,Korea 2000 / Unified CS,+proj=tmerc +lat_0=38 +lon_0=127.5 +k=0.9996 +x_0=1000000 +y_0=2000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5180,Korea 2000 / West Belt,+proj=tmerc +lat_0=38 +lon_0=125 +k=1 +x_0=200000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5181,Korea 2000 / Central Belt,+proj=tmerc +lat_0=38 +lon_0=127 +k=1 +x_0=200000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5182,Korea 2000 / Central Belt Jeju,+proj=tmerc +lat_0=38 +lon_0=127 +k=1 +x_0=200000 +y_0=550000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5183,Korea 2000 / East Belt,+proj=tmerc +lat_0=38 +lon_0=129 +k=1 +x_0=200000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5184,Korea 2000 / East Sea Belt,+proj=tmerc +lat_0=38 +lon_0=131 +k=1 +x_0=200000 +y_0=500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5185,Korea 2000 / West Belt 2010,+proj=tmerc +lat_0=38 +lon_0=125 +k=1 +x_0=200000 +y_0=600000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5186,Korea 2000 / Central Belt 2010,+proj=tmerc +lat_0=38 +lon_0=127 +k=1 +x_0=200000 +y_0=600000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5187,Korea 2000 / East Belt 2010,+proj=tmerc +lat_0=38 +lon_0=129 +k=1 +x_0=200000 +y_0=600000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5188,Korea 2000 / East Sea Belt 2010,+proj=tmerc +lat_0=38 +lon_0=131 +k=1 +x_0=200000 +y_0=600000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5221,S-JTSK (Ferro) / Krovak East North,+proj=krovak +lat_0=49.5 +lon_0=42.5 +alpha=30.2881397527778 +k=0.9999 +x_0=0 +y_0=0 +ellps=bessel +pm=ferro +units=m +no_defs +type=crs,Krovak (North Orientated)
5223,WGS 84 / Gabon TM,+proj=tmerc +lat_0=0 +lon_0=12 +k=0.9996 +x_0=500000 +y_0=500000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5224,S-JTSK/05 (Ferro) / Modified Krovak,(null),Krovak Modified
5225,S-JTSK/05 (Ferro) / Modified Krovak East North,(null),Krovak Modified (North Orientated)
5234,Kandawala / Sri Lanka Grid,+proj=tmerc +lat_0=7.00048027777778 +lon_0=80.7717111111111 +k=0.9999238418 +x_0=200000 +y_0=200000 +ellps=evrst30 +units=m +no_defs +type=crs,Transverse Mercator
5235,SLD99 / Sri Lanka Grid 1999,+proj=tmerc +lat_0=7.00047152777778 +lon_0=80.7717130833333 +k=0.9999238418 +x_0=500000 +y_0=500000 +ellps=evrst30 +units=m +no_defs +type=crs,Transverse Mercator
5243,ETRS89 / LCC Germany (E-N),+proj=lcc +lat_0=51 +lon_0=10.5 +lat_1=48.6666666666667 +lat_2=53.6666666666667 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
5247,GDBD2009 / Brunei BRSO,+proj=omerc +no_uoff +lat_0=4 +lonc=115 +alpha=53.31580995 +gamma=53.1301023611111 +k=0.99984 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Hotine Oblique Mercator (variant A)
5253,TUREF / TM27,+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5254,TUREF / TM30,+proj=tmerc +lat_0=0 +lon_0=30 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5255,TUREF / TM33,+proj=tmerc +lat_0=0 +lon_0=33 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5256,TUREF / TM36,+proj=tmerc +lat_0=0 +lon_0=36 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5257,TUREF / TM39,+proj=tmerc +lat_0=0 +lon_0=39 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5258,TUREF / TM42,+proj=tmerc +lat_0=0 +lon_0=42 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5259,TUREF / TM45,+proj=tmerc +lat_0=0 +lon_0=45 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5266,DRUKREF 03 / Bhutan National Grid,+proj=tmerc +lat_0=0 +lon_0=90 +k=1 +x_0=250000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5269,TUREF / 3-degree Gauss-Kruger zone 9,+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=9500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5270,TUREF / 3-degree Gauss-Kruger zone 10,+proj=tmerc +lat_0=0 +lon_0=30 +k=1 +x_0=10500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5271,TUREF / 3-degree Gauss-Kruger zone 11,+proj=tmerc +lat_0=0 +lon_0=33 +k=1 +x_0=11500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5272,TUREF / 3-degree Gauss-Kruger zone 12,+proj=tmerc +lat_0=0 +lon_0=36 +k=1 +x_0=12500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5273,TUREF / 3-degree Gauss-Kruger zone 13,+proj=tmerc +lat_0=0 +lon_0=39 +k=1 +x_0=13500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5274,TUREF / 3-degree Gauss-Kruger zone 14,+proj=tmerc +lat_0=0 +lon_0=42 +k=1 +x_0=14500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5275,TUREF / 3-degree Gauss-Kruger zone 15,+proj=tmerc +lat_0=0 +lon_0=45 +k=1 +x_0=15500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5292,DRUKREF 03 / Bumthang TM,+proj=tmerc +lat_0=0 +lon_0=90.7333333333333 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5293,DRUKREF 03 / Chhukha TM,+proj=tmerc +lat_0=0 +lon_0=89.55 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5294,DRUKREF 03 / Dagana TM,+proj=tmerc +lat_0=0 +lon_0=89.85 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5295,DRUKREF 03 / Gasa TM,+proj=tmerc +lat_0=0 +lon_0=90.0333333333333 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5296,DRUKREF 03 / Ha TM,+proj=tmerc +lat_0=0 +lon_0=90.15 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5297,DRUKREF 03 / Lhuentse TM,+proj=tmerc +lat_0=0 +lon_0=91.1333333333333 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5298,DRUKREF 03 / Mongar TM,+proj=tmerc +lat_0=0 +lon_0=91.2333333333333 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5299,DRUKREF 03 / Paro TM,+proj=tmerc +lat_0=0 +lon_0=89.35 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5300,DRUKREF 03 / Pemagatshel TM,+proj=tmerc +lat_0=0 +lon_0=91.35 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5301,DRUKREF 03 / Punakha TM,+proj=tmerc +lat_0=0 +lon_0=89.85 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5302,DRUKREF 03 / Samdrup Jongkhar TM,+proj=tmerc +lat_0=0 +lon_0=91.5666666666667 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5303,DRUKREF 03 / Samtse TM,+proj=tmerc +lat_0=0 +lon_0=89.0666666666667 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5304,DRUKREF 03 / Sarpang TM,+proj=tmerc +lat_0=0 +lon_0=90.2666666666667 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5305,DRUKREF 03 / Thimphu TM,+proj=tmerc +lat_0=0 +lon_0=89.55 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5306,DRUKREF 03 / Trashigang TM,+proj=tmerc +lat_0=0 +lon_0=91.75 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5307,DRUKREF 03 / Trongsa TM,+proj=tmerc +lat_0=0 +lon_0=90.5 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5308,DRUKREF 03 / Tsirang TM,+proj=tmerc +lat_0=0 +lon_0=90.1666666666667 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5309,DRUKREF 03 / Wangdue Phodrang TM,+proj=tmerc +lat_0=0 +lon_0=90.1166666666667 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5310,DRUKREF 03 / Yangtse TM,+proj=tmerc +lat_0=0 +lon_0=91.5666666666667 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5311,DRUKREF 03 / Zhemgang TM,+proj=tmerc +lat_0=0 +lon_0=90.8666666666667 +k=1 +x_0=250000 +y_0=-2500000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5316,ETRS89 / Faroe TM,+proj=tmerc +lat_0=0 +lon_0=-7 +k=0.999997 +x_0=200000 +y_0=-6000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5320,"NAD83 / Teranet Ontario Lambert",+proj=lcc +lat_0=0 +lon_0=-84 +lat_1=44.5 +lat_2=54.5 +x_0=1000000 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
5321,"NAD83(CSRS) / Teranet Ontario Lambert",+proj=lcc +lat_0=0 +lon_0=-84 +lat_1=44.5 +lat_2=54.5 +x_0=1000000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
5325,ISN2004 / Lambert 2004,+proj=lcc +lat_0=65 +lon_0=-19 +lat_1=64.25 +lat_2=65.75 +x_0=1700000 +y_0=300000 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
5329,Segara (Jakarta) / NEIEZ,+proj=merc +lon_0=3.19228055555556 +k=0.997 +x_0=3900000 +y_0=900000 +ellps=bessel +pm=jakarta +units=m +no_defs +type=crs,Mercator (variant A)
5330,Batavia (Jakarta) / NEIEZ,+proj=merc +lon_0=3.19228055555556 +k=0.997 +x_0=3900000 +y_0=900000 +ellps=bessel +pm=jakarta +units=m +no_defs +type=crs,Mercator (variant A)
5331,Makassar (Jakarta) / NEIEZ,+proj=merc +lon_0=3.19228055555556 +k=0.997 +x_0=3900000 +y_0=900000 +ellps=bessel +pm=jakarta +units=m +no_defs +type=crs,Mercator (variant A)
5337,Aratu / UTM zone 25S,+proj=utm +zone=25 +south +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5343,POSGAR 2007 / Argentina 1,+proj=tmerc +lat_0=-90 +lon_0=-72 +k=1 +x_0=1500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5344,POSGAR 2007 / Argentina 2,+proj=tmerc +lat_0=-90 +lon_0=-69 +k=1 +x_0=2500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5345,POSGAR 2007 / Argentina 3,+proj=tmerc +lat_0=-90 +lon_0=-66 +k=1 +x_0=3500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5346,POSGAR 2007 / Argentina 4,+proj=tmerc +lat_0=-90 +lon_0=-63 +k=1 +x_0=4500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5347,POSGAR 2007 / Argentina 5,+proj=tmerc +lat_0=-90 +lon_0=-60 +k=1 +x_0=5500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5348,POSGAR 2007 / Argentina 6,+proj=tmerc +lat_0=-90 +lon_0=-57 +k=1 +x_0=6500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5349,POSGAR 2007 / Argentina 7,+proj=tmerc +lat_0=-90 +lon_0=-54 +k=1 +x_0=7500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5355,MARGEN / UTM zone 20S,+proj=utm +zone=20 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5356,MARGEN / UTM zone 19S,+proj=utm +zone=19 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5357,MARGEN / UTM zone 21S,+proj=utm +zone=21 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5361,SIRGAS-Chile 2002 / UTM zone 19S,+proj=utm +zone=19 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5362,SIRGAS-Chile 2002 / UTM zone 18S,+proj=utm +zone=18 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5367,CR05 / CRTM05,+proj=tmerc +lat_0=0 +lon_0=-84 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5382,SIRGAS-ROU98 / UTM zone 21S,+proj=utm +zone=21 +south +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5383,SIRGAS-ROU98 / UTM zone 22S,+proj=utm +zone=22 +south +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5387,Peru96 / UTM zone 18S,+proj=utm +zone=18 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5388,Peru96 / UTM zone 17S,+proj=utm +zone=17 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5389,Peru96 / UTM zone 19S,+proj=utm +zone=19 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5396,SIRGAS 2000 / UTM zone 26S,+proj=utm +zone=26 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5456,Ocotepeque 1935 / Costa Rica Norte,+proj=lcc +lat_1=10.4666666666667 +lat_0=10.4666666666667 +lon_0=-84.3333333333333 +k_0=0.99995696 +x_0=500000 +y_0=271820.522 +ellps=clrk66 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5457,Ocotepeque 1935 / Costa Rica Sur,+proj=lcc +lat_1=9 +lat_0=9 +lon_0=-83.6666666666667 +k_0=0.99995696 +x_0=500000 +y_0=327987.436 +ellps=clrk66 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5458,Ocotepeque 1935 / Guatemala Norte,+proj=lcc +lat_1=16.8166666666667 +lat_0=16.8166666666667 +lon_0=-90.3333333333333 +k_0=0.99992226 +x_0=500000 +y_0=292209.579 +datum=NAD27 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5459,Ocotepeque 1935 / Guatemala Sur,+proj=lcc +lat_1=14.9 +lat_0=14.9 +lon_0=-90.3333333333333 +k_0=0.99989906 +x_0=500000 +y_0=325992.681 +ellps=clrk66 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5460,Ocotepeque 1935 / El Salvador Lambert,+proj=lcc +lat_1=13.7833333333333 +lat_0=13.7833333333333 +lon_0=-89 +k_0=0.99996704 +x_0=500000 +y_0=295809.184 +ellps=clrk66 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5461,Ocotepeque 1935 / Nicaragua Norte,+proj=lcc +lat_1=13.8666666666667 +lat_0=13.8666666666667 +lon_0=-85.5 +k_0=0.99990314 +x_0=500000 +y_0=359891.816 +ellps=clrk66 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5462,Ocotepeque 1935 / Nicaragua Sur,+proj=lcc +lat_1=11.7333333333333 +lat_0=11.7333333333333 +lon_0=-85.5 +k_0=0.99992228 +x_0=500000 +y_0=288876.327 +ellps=clrk66 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5463,SAD69 / UTM zone 17N,+proj=utm +zone=17 +ellps=aust_SA +units=m +no_defs +type=crs,Transverse Mercator
5466,Sibun Gorge 1922 / Colony Grid,+proj=tmerc +lat_0=17.0612419444444 +lon_0=-88.6318575 +k=1 +x_0=66220.0283308276 +y_0=135779.50998853 +a=6378293.64520876 +b=6356617.98767984 +units=m +no_defs +type=crs,Transverse Mercator
5469,Panama-Colon 1911 / Panama Lambert,+proj=lcc +lat_1=8.41666666666667 +lat_0=8.41666666666667 +lon_0=-80 +k_0=0.99989909 +x_0=500000 +y_0=294865.303 +ellps=clrk66 +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
5472,Panama-Colon 1911 / Panama Polyconic,+proj=poly +lat_0=8.25 +lon_0=-81 +x_0=914391.7962 +y_0=999404.721715486 +ellps=clrk66 +to_meter=0.9143917962 +no_defs +type=crs,American Polyconic
5479,RSRGD2000 / MSLC2000,+proj=lcc +lat_0=-78 +lon_0=163 +lat_1=-76.6666666666667 +lat_2=-79.3333333333333 +x_0=7000000 +y_0=5000000 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
5480,RSRGD2000 / BCLC2000,+proj=lcc +lat_0=-74.5 +lon_0=165 +lat_1=-73.6666666666667 +lat_2=-75.3333333333333 +x_0=5000000 +y_0=3000000 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
5481,RSRGD2000 / PCLC2000,+proj=lcc +lat_0=-71.5 +lon_0=166 +lat_1=-70.6666666666667 +lat_2=-72.3333333333333 +x_0=3000000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
5482,RSRGD2000 / RSPS2000,+proj=stere +lat_0=-90 +lon_0=180 +k=0.994 +x_0=5000000 +y_0=1000000 +ellps=GRS80 +units=m +no_defs +type=crs,Polar Stereographic (variant A)
5490,RGAF09 / UTM zone 20N,+proj=utm +zone=20 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
5513,S-JTSK / Krovak,+proj=krovak +axis=swu +lat_0=49.5 +lon_0=24.8333333333333 +alpha=30.2881397527778 +k=0.9999 +x_0=0 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs,Krovak
5514,S-JTSK / Krovak East North,+proj=krovak +lat_0=49.5 +lon_0=24.8333333333333 +alpha=30.2881397527778 +k=0.9999 +x_0=0 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs,Krovak (North Orientated)
5515,S-JTSK/05 / Modified Krovak,(null),Krovak Modified
5516,S-JTSK/05 / Modified Krovak East North,(null),Krovak Modified (North Orientated)
5518,CI1971 / Chatham Islands Map Grid,+proj=tmerc +lat_0=-44 +lon_0=-176.5 +k=1 +x_0=350000 +y_0=650000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5519,CI1979 / Chatham Islands Map Grid,+proj=tmerc +lat_0=-44 +lon_0=-176.5 +k=1 +x_0=350000 +y_0=650000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5520,DHDN / 3-degree Gauss-Kruger zone 1,+proj=tmerc +lat_0=0 +lon_0=3 +k=1 +x_0=1500000 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
5523,WGS 84 / Gabon TM 2011,+proj=tmerc +lat_0=0 +lon_0=11.5 +k=0.9996 +x_0=1500000 +y_0=5500000 +datum=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
5530,SAD69(96) / Brazil Polyconic,+proj=poly +lat_0=0 +lon_0=-54 +x_0=5000000 +y_0=10000000 +ellps=aust_SA +units=m +no_defs +type=crs,American Polyconic
5531,SAD69(96) / UTM zone 21S,+proj=utm +zone=21 +south +ellps=aust_SA +units=m +no_defs +type=crs,Transverse Mercator
5532,SAD69(96) / UTM zone 22S,+proj=utm +zone=22 +south +ellps=aust_SA +units=m +no_defs +type=crs,Transverse Mercator
5533,SAD69(96) / UTM zone 23S,+proj=utm +zone=23 +south +ellps=aust_SA +units=m +no_defs +type=crs,Transverse Mercator
5534,SAD69(96) / UTM zone 24S,+proj=utm +zone=24 +south +ellps=aust_SA +units=m +no_defs +type=crs,Transverse Mercator
5535,SAD69(96) / UTM zone 25S,+proj=utm +zone=25 +south +ellps=aust_SA +units=m +no_defs +type=crs,Transverse Mercator
5536,Corrego Alegre 1961 / UTM zone 21S,+proj=utm +zone=21 +south +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5537,Corrego Alegre 1961 / UTM zone 22S,+proj=utm +zone=22 +south +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5538,Corrego Alegre 1961 / UTM zone 23S,+proj=utm +zone=23 +south +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5539,Corrego Alegre 1961 / UTM zone 24S,+proj=utm +zone=24 +south +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
5550,PNG94 / PNGMG94 zone 54,+proj=utm +zone=54 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
